title,genre,country,production_company,runtime,release_date,overview,tagline,budget,revenue,popularity,vote_average,vote_count,poster_path,tmdb_id,imdb_id
Shaun of the Dead,Horror,United Kingdom,Universal Pictures,99,4/9/04,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",A romantic comedy. With zombies.,4000000,30039392,14.902948,7.5,2479,/ssY4EvRvufUZooNq1buRUrW7lCX.jpg,747,tt0365748
The Grand Budapest Hotel,Comedy,United Kingdom,Fox Searchlight Pictures,99,2/26/14,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",A perfect holiday without leaving home.,30000000,174600318,14.442048,8,4644,/nX5XotM9yprCKarRH4fzOq1VM1J.jpg,120467,tt2278388
Mechanic: Resurrection,Action,Thailand,Davis-Films,99,8/25/16,"Arthur Bishop thought he had put his murderous past behind him when his most formidable foe kidnaps the love of his life. Now he is forced to travel the globe to complete three impossible assassinations, and do what he does best, make them look like accidents.",Four continents. Three kills... Or the love of his life is dead.,40000000,125729635,14.288577,5.3,1236,/nhPKl3mDUPXpCrX5onoGmt6kC4U.jpg,278924,tt3522806
The Lake House,Romance,United States of America,Village Roadshow Pictures,99,6/16/06,"A lonely doctor who once occupied an unusual lakeside home begins exchanging love letters with its former resident, a frustrated architect. They must try to unravel the mystery behind their extraordinary romance before it's too late.",How do you hold on to someone you've never met?,40000000,114830111,12.589019,6.5,689,/tHpc1118dYWLnHZleGhwZxRbpae.jpg,2044,tt0410297
My Week with Marilyn,Drama,United Kingdom,BBC Films,99,10/17/11,"Sir Laurence Olivier is making a movie in London. Young Colin Clark, an eager film student, wants to be involved and he navigates himself a job on the set. When film star Marilyn Monroe arrives for the start of shooting, all of London is excited to see the blonde bombshell, while Olivier is struggling to meet her many demands and acting ineptness, and Colin is intrigued by her. Colin's intrigue is met when Marilyn invites him into her inner world where she struggles with her fame, her beauty and her desire to be a great actress.",,6400000,35057696,12.203066,6.6,418,/exyLhOls9XyWr5Eq5F8HX0I6mPu.jpg,75900,tt1655420
The Lookout,Crime,United States of America,Miramax Films,99,3/9/07,"Chris is a once promising high school athlete whose life is turned upside down following a tragic accident. As he tries to maintain a normal life, he takes a job as a janitor at a bank, where he ultimately finds himself caught up in a planned heist.",Whoever has the money has the power,16000000,5367030,12.153493,6.6,209,/jSJca1tqlj08fGeqngTmr4UJ9ON.jpg,8270,tt0427470
Waking Life,Animation,United States of America,Fox Searchlight Pictures,99,1/23/01,"Waking Life is about a young man in a persistent lucid dream-like state. The film follows its protagonist as he initially observes and later participates in philosophical discussions that weave together issues like reality, free will, our relationships with others, and the meaning of life.",Dreams. What are they? An escape from reality or reality itself?,0,3176880,12.051214,7.6,250,/dHQDhjt84ViDH0DhFm5PSyIo1J.jpg,9081,tt0243017
Knock Knock,Drama,Chile,Universum Film (UFA),99,6/26/15,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",One night can cost you everything.,2500000,6341684,11.898793,4.9,880,/eynMtjBB1fXsB5vsQylVmsDLmvw.jpg,263472,tt3605418
RV,Comedy,Germany,Columbia Pictures,99,4/28/06,"Climbing aboard their mammoth recreational vehicle for a cross-country road trip to the Colorado Rockies, the McNeive family – led by dysfunctional patriarch, Bob – prepares for the adventure of a lifetime. But spending two weeks together in one seriously small space has a way of cramping their style.",One Family. Eight Wheels. No brakes.,50000000,87528173,11.511424,5.6,503,/eqV0JjfwcEJuK3JPZ2rsNvS1p30.jpg,9530,tt0449089
The Lazarus Project,Drama,United Kingdom,Be Good Productions,99,10/21/08,"After Ben Garvey foolishly turned back to crime, he thought his life was over when he was sentenced to death by lethal injection. But his death sentence isn't quite what it seems, as Ben regains consciousness near an eerie psychiatric ward, where he's told he's been hired as the groundskeeper. With the state of his soul in question, and the love for his wife and daughter all the more real and powerful, Ben must figure out if he's truly cheated death, or if he's become part of something far more sinister.",Cheating death is only the beginning,9750000,558000,11.387338,6,116,/oehWKqXq3ZxKuIKbzGDNDYa4HhR.jpg,13825,tt0464041
Vacation,Comedy,United States of America,New Line Cinema,99,7/28/15,"Hoping to bring his family closer together and to recreate his childhood vacation for his own kids, a grown up Rusty Griswold takes his wife and their two sons on a cross-country road trip to the coolest theme park in America, Walley World. Needless to say, things don't go quite as planned.",What could go wrong?,31000000,104384188,11.33038,6.1,1218,/q9kL9WW0Uu4AcfTi5iCLcYzBgnm.jpg,296099,tt1524930
50 First Dates,Comedy,United States of America,Columbia Pictures Corporation,99,2/13/04,"Henry is a player skilled at seducing women. But when this veterinarian meets Lucy, a girl with a quirky problem when it comes to total recall, he realizes it's possible to fall in love all over again…and again, and again. That's because the delightful Lucy has no short-term memory, so Henry must woo her day after day until he finally sweeps her off her feet.",Imagine having to win over the girl of your dreams... every friggin' day.,75000000,196482882,11.134888,6.6,2161,/vKKdsaq3OomDvFdpPpWVg0L6gB9.jpg,1824,tt0343660
Pathfinder,Adventure,United States of America,Twentieth Century Fox Film Corporation,99,1/11/07,"A Viking boy is left behind after his clan battles a Native American tribe. Raised within the tribe, he ultimately becomes their savior in a fight against the Norsemen.","Two Worlds, One War. The Ultimate Battle Begins.",45000000,30822861,11.101549,5.4,173,/1gN8kJYFjyAOL3cR1z6lnMkElfb.jpg,1534,tt0446013
Baby Mama,Comedy,United States of America,Relativity Media,99,4/23/08,"A successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate.",Would you put your eggs...in this basket?,30000000,63833449,10.901355,5.8,205,/8YFiUegDjZPuNF1qdENDkcWfXPx.jpg,8780,tt0871426
Mindscape,Thriller,France,StudioCanal,99,10/13/13,"A man with the ability to enter peoples' memories takes on the case of a brilliant, troubled sixteen-year-old girl to determine whether she is a sociopath or a victim of trauma.",Don't Let Her In,4357373,1200000,10.860471,6.5,202,/quU9uzUu6ot2PJhmh0zBUNep1bF.jpg,227700,tt1715336
Bedtime Stories,Fantasy,United States of America,Walt Disney Pictures,99,12/24/08,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,Whatever they dream up... he has to survive.,80000000,212874442,10.739419,5.9,924,/nhovvB0LO5nlgIvpPg2C1iLLAvr.jpg,10202,tt0960731
Solaris,Drama,United States of America,Twentieth Century Fox Film Corporation,99,11/27/02,"Upon arrival at the space station orbiting an ocean world called Solaris a psychologist discovers that the commander of an expedition to the planet has died mysteriously. Other strange events soon start happening as well, such as the appearance of old acquaintances of the crew, including some who are dead.",How far will you go for a second chance?,47000000,30002758,10.642824,5.9,378,/8TTniVKEjUWs3DnAMEWMXP6V1ct.jpg,2103,tt0307479
Strange Magic,Music,United States of America,Lucasfilm,99,1/23/15,"A love potion works its devious charms on fairies, elves and the swamp-dwelling Bog King as they all try to possess the potion for themselves.",Everyone Deserves to be Loved.,0,13603453,10.192407,6.2,105,/ixB8bO1sFo5eLPqjsyd3u9UVzDD.jpg,302429,tt4191054
Ouija: Origin of Evil,Horror,United States of America,Universal Pictures,99,10/20/16,"In 1965 Los Angeles, a widowed mother and her two daughters add a new stunt to bolster their séance scam business and unwittingly invite authentic evil into their home. When the youngest daughter is overtaken by the merciless spirit, this small family confronts unthinkable fears to save her and send her possessor back to the other side.","When you talk to the other side, you never know who will be listening.",9000000,81705746,10.182974,5.8,735,/pzhGcMGuOxxnq9ePtQPY80Wp0BG.jpg,335796,tt4361050
Ride Along,Action,United States of America,Universal Pictures,99,1/7/14,"For the past two years, high-school security guard Ben has been trying to show decorated APD detective James that he's more than just a video-game junkie who's unworthy of James' sister, Angela. When Ben finally gets accepted into the academy, he thinks he's earned the seasoned policeman's respect and asks for his blessing to marry Angela. Knowing that a ride along will demonstrate if Ben has what it takes to take care of his sister, James invites him on a shift designed to scare the hell out of the trainee. But when the wild night leads them to the most notorious criminal in the city, James will find that his new partner's rapid-fire mouth is just as dangerous as the bullets speeding at it.",Propose to this cop's sister? Rookie mistake.,25000000,153997819,9.895752,6.1,867,/fLXPcxZ1fJjxqUg94FFb8wwM9YN.jpg,168530,tt1408253
A Dangerous Method,Drama,Switzerland,Recorded Pictures Company,99,9/30/11,"Seduced by the challenge of an impossible case, the driven Dr. Carl Jung takes the unbalanced yet beautiful Sabina Spielrein as his patient. Jung’s weapon is the method of his master, the renowned Sigmund Freud. Both men fall under Sabina’s spell.",Why deny what you desire the most.,15000000,27462041,9.865944,6.2,589,/vKoP2wiyP71abIGxZ2oCmgnWG6K.jpg,48231,tt1571222
The Reaping,Thriller,United States of America,Village Roadshow Pictures,99,4/5/07,"Katherine Morrissey, a former Christian missionary, lost her faith after the tragic deaths of her family. Now she applies her expertise to debunking religious phenomena. When a series of biblical plagues overrun a small town, Katherine arrives to prove that a supernatural force is not behind the occurrences, but soon finds that science cannot explain what is happening. Instead, she must regain her faith to combat the evil that waits in a Louisiana swamp.",What Hath God Wrought?,40000000,62771059,9.825841,5.4,209,/wwpI649fFYWaOhit5O1WLsFuHOI.jpg,1683,tt0444682
Swordfish,Action,Australia,Village Roadshow Pictures,99,6/7/01,"Rogue agent Gabriel Shear is determined to get his mitts on $9 billion stashed in a secret Drug Enforcement Administration account. He wants the cash to fight terrorism, but lacks the computer skills necessary to hack into the government mainframe. Enter Stanley Jobson, a n'er-do-well encryption expert who can log into anything.",Log On. Hack In. Go Anywhere. Get Everything.,102000000,147080413,9.646208,6.1,946,/uJdI3eau8BHgTsrUbAeccnKn0ez.jpg,9705,tt0244244
All About Steve,Comedy,United States of America,Dune Entertainment,99,9/4/09,"After one short date, a brilliant crossword constructor decides that a CNN cameraman is her true love. Because the cameraman's job takes him hither and yon, she crisscrosses the country, turning up at media events as she tries to convince him they are perfect for each other.",A Comedy That Clings,15000000,40105542,9.288013,4.7,302,/Ap0Lx5mv2tvE3LL8U3VQfCNdziL.jpg,23706,tt0881891
